112,70
112,69
112,68
111,75
111,74
111,73
111,72
111,71
111,70
111,69
111,68
111,67
110,77
110,76
110,75
110,74
110,69
110,68
110,67
110,66
109,79
109,78
109,77
109,76
109,68
109,67
109,66
109,65
108,80
108,79
108,78
108,77
108,68
108,67
108,66
108,65
107,81
107,80
107,79
107,68
107,67
107,66
107,65
106,81
106,80
106,79
106,68
106,67
106,66
106,65
106,64
105,82
105,81
105,80
105,67
105,66
105,65
105,64
105,63
104,82
104,81
104,80
104,67
104,66
104,65
104,64
104,63
104,62
104,58
104,57
104,56
104,55
104,54
104,53
104,52
103,83
103,82
103,81
103,66
103,65
103,64
103,63
103,62
103,61
103,60
103,59
103,58
103,57
103,56
103,55
103,54
103,53
103,52
103,51
102,83
102,82
102,81
102,62
102,61
102,51
102,50
101,84
101,83
101,82
101,81
101,50
101,49
100,90
100,87
100,84
100,83
100,82
100,81
100,50
100,49
99,90
99,89
99,87
99,85
99,84
99,83
99,82
99,81
99,80
99,49
98,90
98,89
98,88
98,86
98,85
98,84
98,83
98,82
98,81
98,80
98,68
98,61
98,49
97,91
97,90
97,89
97,85
97,84
97,83
97,82
97,81
97,80
97,79
97,68
97,61
97,49
97,48
96,91
96,90
96,84
96,83
96,82
96,81
96,80
96,79
96,68
96,58
96,49
96,48
95,91
95,90
95,84
95,83
95,82
95,81
95,80
95,79
95,67
95,62
95,48
95,47
95,33
94,92
94,91
94,90
94,89
94,85
94,84
94,83
94,82
94,81
94,80
94,79
94,78
94,67
94,62
94,59
94,48
94,47
94,46
94,45
94,44
94,43
94,42
94,33
93,94
93,93
93,92
93,91
93,90
93,89
93,88
93,87
93,86
93,84
93,83
93,82
93,81
93,80
93,79
93,78
93,74
93,73
93,70
93,69
93,68
93,67
93,66
93,65
93,64
93,63
93,62
93,61
93,60
93,59
93,50
93,49
93,48
93,47
93,46
93,45
93,44
93,43
93,42
93,41
93,40
93,39
93,38
93,37
93,33
92,100
92,99
92,98
92,97
92,96
92,95
92,94
92,93
92,92
92,91
92,90
92,89
92,80
92,79
92,78
92,75
92,74
92,72
92,71
92,70
92,69
92,68
92,67
92,64
92,63
92,62
92,60
92,59
92,57
92,56
92,55
92,54
92,52
92,51
92,50
92,48
92,47
92,46
92,44
92,43
92,42
92,40
92,39
92,37
92,36
92,33
91,103
91,102
91,101
91,100
91,99
91,93
91,92
91,91
91,90
91,80
91,79
91,75
91,71
91,70
91,67
91,64
91,63
91,60
91,59
91,56
91,55
91,52
91,51
91,50
91,48
91,47
91,46
91,44
91,43
91,40
91,39
91,36
91,33
90,105
90,104
90,103
90,102
90,101
90,100
90,99
90,92
90,91
90,85
90,84
90,83
90,82
90,81
90,80
90,79
90,78
90,77
90,76
90,75
90,74
90,72
90,71
90,70
90,68
90,67
90,66
90,65
90,64
90,63
90,62
90,61
90,60
90,59
90,57
90,56
90,55
90,54
90,52
90,51
90,50
90,48
90,47
90,46
90,45
90,44
90,43
90,42
90,41
90,40
90,39
90,38
90,37
90,36
90,33
89,106
89,105
89,104
89,103
89,100
89,99
89,87
89,86
89,85
89,84
89,83
89,82
89,81
89,80
89,79
89,78
89,77
89,76
89,75
89,74
89,72
89,71
89,70
89,68
89,67
89,66
89,64
89,63
89,61
89,60
89,59
89,58
89,56
89,55
89,54
89,52
89,51
89,50
89,48
89,47
89,46
89,44
89,43
89,40
89,39
89,38
89,33
88,107
88,106
88,105
88,104
88,103
88,100
88,99
88,88
88,87
88,86
88,85
88,84
88,83
88,82
88,79
88,78
88,75
88,74
88,71
88,68
88,67
88,64
88,63
88,60
88,59
88,56
88,55
88,54
88,52
88,51
88,50
88,48
88,47
88,46
88,44
88,43
88,40
88,39
88,33
87,109
87,108
87,107
87,106
87,105
