80,245
80,244
79,245
79,244
78,245
78,244
78,243
77,244
77,243
76,250
76,243
76,242
75,250
75,249
75,243
75,242
74,250
74,249
74,243
74,242
74,241
73,249
73,248
73,242
73,241
72,249
72,248
72,242
72,241
72,231
72,230
71,248
71,247
71,242
71,241
71,232
71,231
71,230
70,248
70,247
70,246
70,242
70,241
70,234
70,233
70,232
70,231
69,247
69,246
69,244
69,243
69,242
69,241
69,240
69,235
69,234
69,233
68,247
68,246
68,245
68,244
68,243
68,242
68,241
68,240
68,239
68,238
68,237
68,236
68,235
68,234
67,248
67,247
67,246
67,245
67,240
67,239
67,238
67,237
67,236
66,248
66,247
66,246
66,239
66,238
66,229
66,228
65,255
65,254
65,253
65,252
65,251
65,250
65,249
65,248
65,247
65,239
65,238
65,237
65,236
65,235
65,234
65,233
65,232
65,231
65,230
65,229
65,228
65,227
65,226
65,225
65,224
64,257
64,256
64,255
64,254
64,253
64,252
64,251
64,250
64,249
64,248
64,247
64,238
64,237
64,236
64,235
64,234
64,233
64,232
64,231
64,230
64,229
64,228
64,227
64,226
64,225
64,224
64,223
64,222
64,221
64,220
63,256
63,255
63,248
63,247
63,237
63,236
63,232
63,231
63,230
63,229
63,228
63,227
63,226
63,225
63,223
63,222
63,221
63,220
63,219
63,218
62,247
62,246
62,236
62,235
62,234
62,233
62,232
62,231
62,230
62,229
62,228
62,227
62,226
62,225
62,224
62,223
62,219
61,247
61,246
61,245
61,236
61,235
61,234
61,233
61,232
61,225
61,224
61,223
60,246
60,245
60,244
60,237
60,236
60,235
60,234
60,224
60,223
60,222
59,253
59,248
59,247
59,246
59,245
59,244
59,243
59,242
59,241
59,240
59,239
59,238
59,237
59,236
59,235
59,234
59,223
59,222
58,254
58,253
58,252
58,251
58,250
58,249
58,248
58,247
58,244
58,243
58,242
58,241
58,240
58,239
58,238
58,237
58,235
58,234
58,233
58,223
58,222
58,221
57,252
57,251
57,250
57,249
57,248
57,243
57,242
57,241
57,240
57,238
57,237
57,234
57,233
57,222
57,221
56,244
56,243
56,242
56,238
56,237
56,234
56,233
56,222
56,221
55,244
55,243
55,242
55,238
55,237
55,234
55,233
55,222
55,221
54,243
54,242
54,238
54,237
54,233
54,232
54,222
54,221
53,243
53,242
53,241
53,238
53,237
53,236
53,233
53,232
53,222
53,221
52,242
52,241
52,237
52,236
52,233
52,232
52,222
52,221
51,242
51,241
51,240
51,237
51,236
51,233
51,232
51,231
51,230
51,222
51,221
50,241
50,240
50,237
50,236
50,231
50,230
50,229
50,228
50,227
50,223
50,222
50,221
49,240
49,237
49,236
49,230
49,229
49,228
49,227
49,226
49,225
49,224
49,223
49,222
49,221
48,237
48,236
48,227
48,226
48,225
48,224
48,223
47,236
47,235
46,236
46,235
45,236
45,235
45,234
45,233
45,232
44,235
44,234
44,233
44,232
44,231
44,230
44,229
44,228
44,227
43,231
43,230
43,229
43,228
43,227
43,226
43,225
42,227
42,226
